Temp: 25.1°C, Hum: 67.1%, Suelo: 0.0%, Luz: 759, MQ5: 817
Temp: 24.4°C, Hum: 71.6%, Suelo: 0.0%, Luz: 768, MQ5: 854
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.4%, Luz: 0, MQ5: 0
Temp: 24.2°C, Hum: 71.3%, Suelo: 0.0%, Luz: 767, MQ5: 851
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.9%, Luz: 0, MQ5: 0
Temp: 24.2°C, Hum: 72.1%, Suelo: 0.0%, Luz: 763, MQ5: 843
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.7%, Luz: 0, MQ5: 0
Temp: 24.3°C, Hum: 72.7%, Suelo: 0.0%, Luz: 766, MQ5: 837
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.8%, Luz: 0, MQ5: 0
Temp: 24.2°C, Hum: 72.7%, Suelo: 0.0%, Luz: 769, MQ5: 832
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.7%, Luz: 0, MQ5: 0
Temp: 24.2°C, Hum: 73.4%, Suelo: 0.0%, Luz: 770, MQ5: 828
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 24.4°C, Hum: 73.9%, Suelo: 0.0%, Luz: 768, MQ5: 827
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 24.4°C, Hum: 74.2%, Suelo: 0.0%, Luz: 768, MQ5: 831
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.6%, Luz: 0, MQ5: 0
Temp: 24.6°C, Hum: 74.1%, Suelo: 0.0%, Luz: 766, MQ5: 828
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 24.4°C, Hum: 73.1%, Suelo: 0.0%, Luz: 769, MQ5: 825
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.7%, Luz: 0, MQ5: 0
Temp: 24.4°C, Hum: 72.1%, Suelo: 0.0%, Luz: 774, MQ5: 816
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.4%, Luz: 0, MQ5: 0
Temp: 24.3°C, Hum: 72.9%, Suelo: 0.0%, Luz: 774, MQ5: 808
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.9%, Luz: 0, MQ5: 0
Temp: 24.3°C, Hum: 72.5%, Suelo: 0.0%, Luz: 776, MQ5: 804
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.7%, Luz: 0, MQ5: 0
Temp: 24.3°C, Hum: 72.9%, Suelo: 0.0%, Luz: 780, MQ5: 812
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.3%, Luz: 0, MQ5: 0
Temp: 24.3°C, Hum: 73.5%, Suelo: 0.0%, Luz: 781, MQ5: 808
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 24.2°C, Hum: 73.8%, Suelo: 0.0%, Luz: 781, MQ5: 811
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.4%, Luz: 0, MQ5: 0
Temp: 24.2°C, Hum: 74.5%, Suelo: 0.0%, Luz: 776, MQ5: 821
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 24.4°C, Hum: 73.7%, Suelo: 0.0%, Luz: 777, MQ5: 821
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.3%, Luz: 0, MQ5: 0
Temp: 24.5°C, Hum: 72.9%, Suelo: 0.0%, Luz: 775, MQ5: 817
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.3%, Luz: 0, MQ5: 0
Temp: 24.5°C, Hum: 72.2%, Suelo: 0.0%, Luz: 772, MQ5: 815
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 24.5°C, Hum: 72.9%, Suelo: 0.0%, Luz: 768, MQ5: 819
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.3%, Luz: 0, MQ5: 0
Temp: 24.6°C, Hum: 73.6%, Suelo: 0.0%, Luz: 764, MQ5: 810
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.1%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 73.7%, Suelo: 0.0%, Luz: 759, MQ5: 802
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.3%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 74.4%, Suelo: 0.0%, Luz: 756, MQ5: 805
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.8%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 73.8%, Suelo: 0.0%, Luz: 757, MQ5: 796
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 24.8°C, Hum: 72.8%, Suelo: 0.0%, Luz: 758, MQ5: 794
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 73.4%, Suelo: 0.0%, Luz: 757, MQ5: 797
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.4%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 73.9%, Suelo: 0.0%, Luz: 760, MQ5: 802
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.6%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 73.5%, Suelo: 0.0%, Luz: 755, MQ5: 810
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.8%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 72.6%, Suelo: 0.0%, Luz: 755, MQ5: 801
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.7%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 72.6%, Suelo: 0.0%, Luz: 758, MQ5: 796
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.3%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 72.6%, Suelo: 0.0%, Luz: 755, MQ5: 788
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.5%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 73.0%, Suelo: 0.0%, Luz: 753, MQ5: 790
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.3%, Luz: 0, MQ5: 0
Temp: 24.5°C, Hum: 73.8%, Suelo: 0.0%, Luz: 751, MQ5: 798
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.1%, Luz: 0, MQ5: 0
Temp: 24.5°C, Hum: 74.0%, Suelo: 0.0%, Luz: 752, MQ5: 806
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.4%, Luz: 0, MQ5: 0
Temp: 24.5°C, Hum: 73.6%, Suelo: 0.0%, Luz: 751, MQ5: 802
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.6%, Luz: 0, MQ5: 0
Temp: 24.6°C, Hum: 73.2%, Suelo: 0.0%, Luz: 750, MQ5: 804
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.4%, Luz: 0, MQ5: 0
Temp: 24.5°C, Hum: 73.5%, Suelo: 0.0%, Luz: 752, MQ5: 804
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 74.4%, Suelo: 0.0%, Luz: 747, MQ5: 808
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.1%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 74.5%, Suelo: 0.0%, Luz: 743, MQ5: 800
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.0%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 74.5%, Suelo: 0.0%, Luz: 740, MQ5: 801
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.8%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 75.0%, Suelo: 0.0%, Luz: 740, MQ5: 800
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.4%, Luz: 0, MQ5: 0
Temp: 24.8°C, Hum: 75.0%, Suelo: 0.0%, Luz: 739, MQ5: 809
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.3%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 75.0%, Suelo: 0.0%, Luz: 742, MQ5: 799
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.7%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 75.0%, Suelo: 0.0%, Luz: 747, MQ5: 792
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.9%, Luz: 0, MQ5: 0
Temp: 25.3°C, Hum: 74.3%, Suelo: 0.0%, Luz: 743, MQ5: 785
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.3%, Luz: 0, MQ5: 0
Temp: 25.4°C, Hum: 73.6%, Suelo: 0.0%, Luz: 742, MQ5: 794
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.4%, Luz: 0, MQ5: 0
Temp: 25.3°C, Hum: 73.3%, Suelo: 0.0%, Luz: 747, MQ5: 804
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 25.4°C, Hum: 73.3%, Suelo: 0.0%, Luz: 746, MQ5: 795
Temp: 0.0°C, Hum: 0.0%, Suelo: 33.2%, Luz: 0, MQ5: 0
Temp: 25.2°C, Hum: 73.1%, Suelo: 0.0%, Luz: 745, MQ5: 786
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.7%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 73.6%, Suelo: 0.0%, Luz: 750, MQ5: 784
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.5%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 73.5%, Suelo: 0.0%, Luz: 751, MQ5: 791
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.4%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 72.7%, Suelo: 0.0%, Luz: 748, MQ5: 798
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.5%, Luz: 0, MQ5: 0
Temp: 24.5°C, Hum: 72.4%, Suelo: 0.0%, Luz: 751, MQ5: 792
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.7%, Luz: 0, MQ5: 0
Temp: 24.5°C, Hum: 71.5%, Suelo: 0.0%, Luz: 751, MQ5: 783
Temp: 0.0°C, Hum: 0.0%, Suelo: 32.7%, Luz: 0, MQ5: 0
