Temp: 25.0°C, Hum: 69.7%, Suelo: 0.0%, Luz: 771, MQ5: 802
Temp: 25.3°C, Hum: 73.2%, Suelo: 0.0%, Luz: 773, MQ5: 784
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.9%, Luz: 0, MQ5: 0
Temp: 25.4°C, Hum: 73.9%, Suelo: 0.0%, Luz: 776, MQ5: 783
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.5%, Luz: 0, MQ5: 0
Temp: 25.5°C, Hum: 73.9%, Suelo: 0.0%, Luz: 780, MQ5: 788
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.8%, Luz: 0, MQ5: 0
Temp: 25.3°C, Hum: 73.3%, Suelo: 0.0%, Luz: 782, MQ5: 790
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.6%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 72.8%, Suelo: 0.0%, Luz: 777, MQ5: 790
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.7%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 71.9%, Suelo: 0.0%, Luz: 778, MQ5: 780
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.3%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 72.4%, Suelo: 0.0%, Luz: 774, MQ5: 778
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.4%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 71.5%, Suelo: 0.0%, Luz: 775, MQ5: 772
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.3%, Luz: 0, MQ5: 0
Temp: 24.8°C, Hum: 71.9%, Suelo: 0.0%, Luz: 773, MQ5: 780
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.4%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 72.7%, Suelo: 0.0%, Luz: 771, MQ5: 776
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.0%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 71.7%, Suelo: 0.0%, Luz: 766, MQ5: 773
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.1%, Luz: 0, MQ5: 0
Temp: 24.6°C, Hum: 72.1%, Suelo: 0.0%, Luz: 771, MQ5: 765
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.0%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 71.3%, Suelo: 0.0%, Luz: 776, MQ5: 773
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.8%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 72.2%, Suelo: 0.0%, Luz: 779, MQ5: 783
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.2%, Luz: 0, MQ5: 0
Temp: 24.8°C, Hum: 71.8%, Suelo: 0.0%, Luz: 776, MQ5: 793
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.5%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 72.2%, Suelo: 0.0%, Luz: 781, MQ5: 790
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.7%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 72.5%, Suelo: 0.0%, Luz: 777, MQ5: 781
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.3%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 73.3%, Suelo: 0.0%, Luz: 782, MQ5: 778
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.5%, Luz: 0, MQ5: 0
Temp: 25.2°C, Hum: 73.7%, Suelo: 0.0%, Luz: 784, MQ5: 784
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.8%, Luz: 0, MQ5: 0
Temp: 25.4°C, Hum: 74.5%, Suelo: 0.0%, Luz: 782, MQ5: 776
Temp: 0.0°C, Hum: 0.0%, Suelo: 22.0%, Luz: 0, MQ5: 0
Temp: 25.6°C, Hum: 74.6%, Suelo: 0.0%, Luz: 780, MQ5: 773
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.7%, Luz: 0, MQ5: 0
Temp: 25.6°C, Hum: 75.0%, Suelo: 0.0%, Luz: 784, MQ5: 781
Temp: 0.0°C, Hum: 0.0%, Suelo: 22.0%, Luz: 0, MQ5: 0
Temp: 25.6°C, Hum: 75.0%, Suelo: 0.0%, Luz: 786, MQ5: 771
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.8%, Luz: 0, MQ5: 0
Temp: 25.5°C, Hum: 75.0%, Suelo: 0.0%, Luz: 787, MQ5: 763
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.8%, Luz: 0, MQ5: 0
Temp: 25.3°C, Hum: 74.2%, Suelo: 0.0%, Luz: 782, MQ5: 772
Temp: 0.0°C, Hum: 0.0%, Suelo: 22.1%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 74.8%, Suelo: 0.0%, Luz: 779, MQ5: 775
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.7%, Luz: 0, MQ5: 0
Temp: 25.3°C, Hum: 75.0%, Suelo: 0.0%, Luz: 776, MQ5: 782
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.6%, Luz: 0, MQ5: 0
Temp: 25.2°C, Hum: 75.0%, Suelo: 0.0%, Luz: 776, MQ5: 790
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.2%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 74.5%, Suelo: 0.0%, Luz: 778, MQ5: 796
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.8%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 75.0%, Suelo: 0.0%, Luz: 775, MQ5: 786
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.4%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 75.0%, Suelo: 0.0%, Luz: 779, MQ5: 796
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.5%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 74.6%, Suelo: 0.0%, Luz: 781, MQ5: 791
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.4%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 75.0%, Suelo: 0.0%, Luz: 785, MQ5: 800
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.2%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 74.6%, Suelo: 0.0%, Luz: 787, MQ5: 797
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.4%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 73.9%, Suelo: 0.0%, Luz: 783, MQ5: 801
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.8%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 74.0%, Suelo: 0.0%, Luz: 786, MQ5: 805
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.3%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 73.4%, Suelo: 0.0%, Luz: 789, MQ5: 811
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.0%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 74.0%, Suelo: 0.0%, Luz: 787, MQ5: 806
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.2%, Luz: 0, MQ5: 0
Temp: 25.2°C, Hum: 73.4%, Suelo: 0.0%, Luz: 782, MQ5: 809
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.5%, Luz: 0, MQ5: 0
Temp: 25.2°C, Hum: 72.8%, Suelo: 0.0%, Luz: 781, MQ5: 815
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.9%, Luz: 0, MQ5: 0
Temp: 25.4°C, Hum: 72.4%, Suelo: 0.0%, Luz: 779, MQ5: 809
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.4%, Luz: 0, MQ5: 0
Temp: 25.3°C, Hum: 73.0%, Suelo: 0.0%, Luz: 779, MQ5: 810
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.1%, Luz: 0, MQ5: 0
Temp: 25.2°C, Hum: 72.0%, Suelo: 0.0%, Luz: 779, MQ5: 814
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.2%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 72.6%, Suelo: 0.0%, Luz: 778, MQ5: 804
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.0%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 71.8%, Suelo: 0.0%, Luz: 781, MQ5: 797
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.0%, Luz: 0, MQ5: 0
Temp: 25.0°C, Hum: 72.1%, Suelo: 0.0%, Luz: 783, MQ5: 797
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.4%, Luz: 0, MQ5: 0
Temp: 25.2°C, Hum: 71.2%, Suelo: 0.0%, Luz: 786, MQ5: 802
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.0%, Luz: 0, MQ5: 0
Temp: 25.2°C, Hum: 72.0%, Suelo: 0.0%, Luz: 782, MQ5: 792
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.8%, Luz: 0, MQ5: 0
Temp: 25.3°C, Hum: 71.1%, Suelo: 0.0%, Luz: 781, MQ5: 787
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.8%, Luz: 0, MQ5: 0
Temp: 25.4°C, Hum: 71.6%, Suelo: 0.0%, Luz: 783, MQ5: 777
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.0%, Luz: 0, MQ5: 0
Temp: 25.6°C, Hum: 71.9%, Suelo: 0.0%, Luz: 783, MQ5: 784
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.1%, Luz: 0, MQ5: 0
Temp: 25.8°C, Hum: 72.6%, Suelo: 0.0%, Luz: 779, MQ5: 786
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.5%, Luz: 0, MQ5: 0
Temp: 25.8°C, Hum: 72.7%, Suelo: 0.0%, Luz: 777, MQ5: 780
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.1%, Luz: 0, MQ5: 0
Temp: 25.8°C, Hum: 72.6%, Suelo: 0.0%, Luz: 777, MQ5: 785
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.9%, Luz: 0, MQ5: 0
Temp: 25.9°C, Hum: 73.2%, Suelo: 0.0%, Luz: 772, MQ5: 777
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.3%, Luz: 0, MQ5: 0
Temp: 25.8°C, Hum: 73.5%, Suelo: 0.0%, Luz: 772, MQ5: 783
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.8%, Luz: 0, MQ5: 0
Temp: 25.9°C, Hum: 74.2%, Suelo: 0.0%, Luz: 768, MQ5: 789
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.6%, Luz: 0, MQ5: 0
Temp: 26.0°C, Hum: 73.3%, Suelo: 0.0%, Luz: 770, MQ5: 781
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.8%, Luz: 0, MQ5: 0
Temp: 25.8°C, Hum: 73.0%, Suelo: 0.0%, Luz: 767, MQ5: 785
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.1%, Luz: 0, MQ5: 0
Temp: 25.7°C, Hum: 73.7%, Suelo: 0.0%, Luz: 763, MQ5: 783
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.0%, Luz: 0, MQ5: 0
Temp: 25.5°C, Hum: 73.7%, Suelo: 0.0%, Luz: 759, MQ5: 789
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.0%, Luz: 0, MQ5: 0
Temp: 25.3°C, Hum: 73.9%, Suelo: 0.0%, Luz: 754, MQ5: 798
Temp: 0.0°C, Hum: 0.0%, Suelo: 21.0%, Luz: 0, MQ5: 0
Temp: 25.2°C, Hum: 73.1%, Suelo: 0.0%, Luz: 759, MQ5: 803
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.7%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 72.2%, Suelo: 0.0%, Luz: 764, MQ5: 811
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.3%, Luz: 0, MQ5: 0
Temp: 25.1°C, Hum: 72.6%, Suelo: 0.0%, Luz: 763, MQ5: 816
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.1%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 73.1%, Suelo: 0.0%, Luz: 760, MQ5: 825
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.7%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 73.3%, Suelo: 0.0%, Luz: 758, MQ5: 828
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.3%, Luz: 0, MQ5: 0
Temp: 24.8°C, Hum: 73.9%, Suelo: 0.0%, Luz: 755, MQ5: 834
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.1%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 73.6%, Suelo: 0.0%, Luz: 754, MQ5: 825
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.2%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 73.8%, Suelo: 0.0%, Luz: 753, MQ5: 835
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.2%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 73.4%, Suelo: 0.0%, Luz: 748, MQ5: 835
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.0%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 74.2%, Suelo: 0.0%, Luz: 746, MQ5: 835
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.4%, Luz: 0, MQ5: 0
Temp: 24.8°C, Hum: 74.8%, Suelo: 0.0%, Luz: 750, MQ5: 831
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.4%, Luz: 0, MQ5: 0
Temp: 24.6°C, Hum: 75.0%, Suelo: 0.0%, Luz: 753, MQ5: 841
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.9%, Luz: 0, MQ5: 0
Temp: 24.8°C, Hum: 75.0%, Suelo: 0.0%, Luz: 750, MQ5: 843
Temp: 0.0°C, Hum: 0.0%, Suelo: 20.2%, Luz: 0, MQ5: 0
Temp: 24.7°C, Hum: 74.5%, Suelo: 0.0%, Luz: 751, MQ5: 841
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.8%, Luz: 0, MQ5: 0
Temp: 24.9°C, Hum: 75.0%, Suelo: 0.0%, Luz: 752, MQ5: 848
Temp: 0.0°C, Hum: 0.0%, Suelo: 19.5%, Luz: 0, MQ5: 0
